Selected configuration,Validation macro FAR,Validation macro FRR,Held-out impostor trials,Held-out false accepts,Observed pooled FAR,Held-out macro FAR,Held-out macro FRR,One-sided 95% FAR upper bound
Logistic regression,0.0000%,2.00%,234,0,0.0000%,0.0000%,16.67%,1.2721%
