Policy FAR target,Held-out impostor trials,False accepts,Observed pooled FAR,Macro FAR,One-sided 95% FAR upper bound,Zero-event trials required for 95% validation,Statistically validated
"1 in 50,000 (0.0020%)",234,4,1.7094%,1.6862%,3.8688%,149786,No
